1.1.1,वृद्धिः आत् ऐच् ,,,
1.1.7,हलः अनन्तराः संयोगः ,,,
,,१,संयोगसञ्ज्ञायाम् सहवचनम् यथा अन्यत्र ,
,,२,समुदाये संयोगादिलोपः मस्जेः ,
,,३,द्वयोः हलोः संयोगः इति चेत् द्विर्वचनम् ,
,,४,न वा अज्विधेः ,
,,५,स्वरानन्तर्हितवचनम् ,
,,६,दृष्टम् आनन्तर्यम् व्यवहिते ,
,,७,आनन्तर्यवचनम् किमर्थम् इति चेत् एकप्रतिषेधार्थम् ,
,,८,न वा अतज्जातीयव्यवायात्,
1.1.8,मुखनासिकावचनः अनुनासिकः ,,,
,,१,अनुनासिकसञ्ज्ञायाम् इतरेतराश्रये उक्तम्,
1.1.9,तुल्यास्यप्रयत्नम् सवर्णम् ,,,
,,१,सवर्णसञ्ज्ञायाम् भिन्नदेशेषु अतिप्रसङ्गः प्रयत्नसामान्यात् ,
,,२,सिद्धम् तु आस्ये तुल्यदेशप्रयत्नम् सवर्णम् ,
,,३,तस्य अवचनम् वचनप्रामाण्यात् ,
,,४,सम्बन्धिशब्दैः वा तुल्यम् ,
,,५,ऋकारऌकारयोः सवर्णविधिः,
1.1.10,नाज्झलौ ,,,
,,१,अज्झलोः प्रतिषेधे शकारप्रतिषेधः अज्झल्त्वात् ,
,,२,तत्र सवर्णलोपे दोषः ,
,,३,सिद्धम् अनच्त्वात् ,
,,४,वाक्यापरिसमाप्तेः वा,
1.1.11,ईदूदेत् द्विवचनम् प्रगृह्यम् ,,,
,,१,ईदादयः द्विवचनम् प्रगृह्याः इति चेत् अन्त्यस्य विधिः ,
,,२,ईदाद्यन्तम् इति चेत् एकस्य विधिः ,
,,३,न वा आद्यन्तत्वात् ,
,,४,ईदाद्यन्तम् द्विवचनान्तम् इति चेत् लुकि प्रतिषेधः ,
,,५,सप्तम्याम् अर्थग्रहणम् ज्ञापकम् प्रत्ययलक्षणप्रतिषेधस्य,
1.1.12,अदसः मात् ,,,
,,१,मात् प्रगृह्यसञ्ज्ञायाम् तस्य असिद्धत्वात् अयावेकादेशप्रतिषेधः ,
,,२,वचनार्थः हि सिद्धे ,
,,३,विप्रतिषेधात् वा ,
,,४,आश्रयात् सिद्धत्वम् च यथा रोः उत्त्वे ,
,,५,असिद्धे हि उत्त्वे आद्गुणाप्रसिद्धिः ,
,,६,उक्तम् वा ,
,,७,तत्र सकि दोषः ,
,,८,न वा ग्रहणविशेषणत्वात्,
1.1.13,शे ,,,
,,१,शे अर्थवद्ग्रहणात्,
1.1.14,निपातः एकाच् अनाङ्,,श्लोकः: ईषदर्थे क्रियायोगे मर्यादाभिविधौ च यः एतम् आतम् ङितम् विद्यात् वाक्यस्मरणयोः अङित्,
1.1.15,ओत् ,,,
,,१,ओतः च्विप्रतिषेधः,
1.1.17- १८,उञः उÎम् ,,,
,,१,उञः इति योगविभागः ,
,,२,उं वा शाकल्यस्य,
1.1.19,ईदूतौ च सप्तम्यर्थे,,श्लोकवार्त्तिक: ,
,,१,ईदुतौ सप्तमी इति एव लुप्ते अर्थग्रहणात् भवेत् पूर्वस्य चेत् सवर्णः असौ आडाम्भावः प्रसज्यते ,
,,२,वचनात् यत्र दीर्घत्वम् तत्र अपि सरसी यदि ज्ञापकम् स्यात् तदन्तत्वे मा वा पूर्वपदस्य भूत्,
1.1.20,दाधाः घु अदाप् ,,,
,,१,घुसञ्ज्ञायाम् प्रकृतिग्रहणम् शिदर्थम् ,
,,२,समानशब्दप्रतिषेधः ,
,,३,समानशब्दाप्रतिषेधः अर्थवद्ग्रहणात् ,
,,४,अनुपसर्गात् वा ,
,,५,न वा अर्थवतः हि आगमः तद्गुणीभूतः तद्ग्रहणेन गृह्यते यथा अन्यत्र,[स्लोकः : सर्वे सर्वपदादेशाः दाक्षीपुत्रस्य पाणिनेः एकदेशविकारे हि नित्यत्वम् न उपपद्यते ] 
,,६,दीङः प्रतिषेधः स्थाघ्वोः इत्त्वे ,
,,७,दप्प्रतिषेधे न दैपि अनेजन्तत्वात् ,
,,८,सिद्धम् अनुबन्धस्य अनेकान्तत्वात् ,
,,९,पित्प्रतिषेधात् वा,
1.1.21,आद्यन्तवत् एकस्मिन् ,,,
,,१,सति अन्यस्मिन् आद्यन्तवद्भावात् एकस्मिन् आद्यन्तवद्वचनम् ,
,,२,तत्र व्यपदेशिवद्वचनम् ,
,,३,एकाचः द्वे प्रथमार्थम् ,
,,४,षत्वे च आदेशसम्प्रत्ययार्थम् ,
,,५,अवचनात् लोकविज्ञानात् सिद्धम् ,
,,६,अपूर्वानुत्तरलक्षणत्वात् आद्यन्तयोः सिद्धम् एकस्मिन् ,
,,७,आदिवत्त्वे प्रयोजनम् प्रत्ययञ्निदाद्युदात्तत्वे ,
,,८,वलादेः आर्धधातुकस्य इट् ,
,,९,अस्मिन् विधिः तदादित्वे ,
,,१०,अजाद्याट्त्वे ,
,,११,अन्तवत् द्विवचनान्तप्रगृह्यत्वे ,
,,१२,मित् अचः अन्त्यात् परः ,
,,१३,अचः अन्त्यादि टि ,
,,१४,अलः अन्त्यस्य ,
,,१५,येन विधिः तदन्तत्वे,
1.1.22,तरप्तमपौ घः ,,,
,,१,घसञ्ज्ञायाम् नदीतरे प्रतिषेधः ,
,,२,घसञ्ज्ञायाम् नदीतरे अप्रतिषेधः ,
,,३,तरब्ग्रहणम् हि औपदेशिकम्,
1.1.23,,,,
बहुगणवतुडति सङ्ख्या ,,,,
,,१,सङ्ख्यासञ्ज्ञायाम् सङ्ख्याग्रहणम् ,
,,२,सङ्ख्यासम्प्रत्ययार्थम् ,
,,३,इतरथा हि असम्प्रत्ययः अकृत्रिमत्वात् यथा लोके ,
,,४,उत्तरार्थम् च ,
,,५,अध्यर्धग्रहणम् च समासकन्विध्यर्थम् ,
,,६,लुकि च अग्रहणम् ,
,,७,अर्धपूर्वपदः च पूरणप्रत्ययान्तः ,
,,८,अधिकग्रहणम् च अलुकि समासोत्तरपदवृद्ध्यर्थम् ,
,,९,बहुव्रीहौ च अग्रहणम् ,
,,१०,बह्वादीनाम् अग्रहणम्,
1.1.24,ष्णान्ता षट् ,,,
,,१,षट्सञ्ज्ञायाम् उपदेशवचनम् ,
,,२,शताद्यष्टनोः नुम्नुडर्थम् ,
,,३,उक्तम् वा,
1.1.26,क्तक्तवतू निष्ठा ,,,
,,१,निष्ठासञ्ज्ञायाम् समानशब्दप्रतिषेधः ,
,,२,निष्ठासञ्ज्ञायाम् समानशब्दाप्रतिषेधः ,
,,३,अनुबन्धः अन्यत्वकरः इति चेत् न लोपात् ,
,,४,सिद्धविपर्यासः च ,
,,५,कारककालविशेषात् सिद्धम् ,
,,६,लुङि सिजादिदर्शनात्,
1.1.27,सर्वादीनि सर्वनामानि ,,,
,,१,सर्वनामसञ्ज्ञायाम् निपातनात् णत्वाभावः ,
,,२,सञ्ज्ञोपसर्जनप्रतिषेधः ,
,,३,पाठात् पर्युदासः पठितानाम् सञ्ज्ञाकरणम् ,
,,४,सर्वाद्यानन्तर्यकार्यार्थम् ,
,,५,प्रयोजनम् डतरादीनाम् अद्भावे ,
,,६,त्यदादिविधौ च ,
,,७,उभस्य सर्वनामत्वे अकजर्थः ,
,,८,अन्याभावः द्विवचनटाब्विषयत्वात् ,
,,९,उभयः अन्यत्र ,
,,१०,अवचनात् आपि तत्परविज्ञानम् इति चेत् के अपि तुल्यम् ,
,,११,भवतः अकच्छेषात्वानि,
1.1.29,न बहुव्रीहौ,[P I,९१,१९
,,२०,R I,२९३: गोनर्दीयः आह अकच्स्वरौ तु कर्तव्यौ प्रत्यङ्गम् मुक्तसंशयौ ] 
,,१,प्रतिषेधे भूतपूर्वस्य उपसङ्ख्यानम् ,
,,२,प्रतिषेधे भूतपूर्वस्य उपसङ्ख्यानानर्थक्यम् पूर्वादीनाम् व्यवस्थायाम् इति वचनात्,
1.1.34,,,,
,,,,
,,१,अवरादीनाम् च पुनः सूत्रपाठे ग्रहणानर्थक्यम् गणे पठितत्वात्,
1.1.36,,,,
अन्तरम् बहिर्योगोपसंव्यानयोः ,,,,
,,१,उपसंव्यानग्रहणम् अनर्थकम् बहिर्योगेण कृतत्वात् ,
,,२,न वा शाटकयुगाद्यर्थम् ,
,,३,वाप्रकरणे तीयस्य ङित्सु उपसङ्ख्यानम्,
1.1.38,तद्धितः च असर्वविभक्तिः ,,,
,,१,असर्वविभक्तौ अविभक्तिनिमित्तस्य उपसङ्ख्यानम् ,
,,२,सर्वविभक्तिः हि अविशेषात् ,
,,३,त्रलादीनाम् च उपसङ्ख्यानम् ,
,,४,अविभक्तौ इतरेतराश्रयत्वात् अप्रसिद्धिः ,
,,५,अलिङ्गम् असङ्ख्यम् इति वा ,
,,६,सिद्धम् तु पाठात् श्लोक: एवम् गते कृति अपि तुल्यम् एतत् मान्तस्य कार्यम् ग्रहणम् न तत्र ततः परे च अभिमताः कार्याः त्रयः कृदर्थाः ग्रहणेन योगाः कृत्तद्धितानाम् ग्रहणम् तु कार्यम् सङ्ख्याविशेषम् हि अभिनिश्रिताः ये तस्मात् स्वरादिग्रहणम् च कार्यम् कृत्तद्धितानाम् च पाठे,
1.1.39,कृत् मेजन्तः ,,,
,,१,कृत् मेजन्तः च अनिकारोकारप्रकृतिः ,
,,२,अनन्यप्रकृतिः इति वा ,
,,३,न वा सन्निपातलक्षणः विधिः अनिमित्तम् तद्विघातस्य ,
,,४,प्रयोजनम् ह्रस्वतम् तुग्विधेः ग्रामणिकुलम् ,
,,५,नलोपः वृत्रहभिः ,
,,६,उदुपधत्वम् अकित्त्वस्य निकुचिते ,
,,७,नाभावः यञि दीर्घत्वस्य अमुना ,
,,८,आत्त्वम् कित्त्वस्य उपादास्त ,
,,९,तिसृचतसृत्वम् ङीब्विधेः ,
,,१०,तस्य दोषः वर्णाश्रयः प्रत्ययः वर्णविचालस्य ,
,,११,आत्त्वम् पुग्विधेः क्रापयति ,
,,१२,पुग् ह्रस्वत्वस्य अदीदपत् ,
,,१३,त्यदाद्यकारः टाब्विधेः ,
,,१४,इड्विधिः आकारलोपस्य पपिवान् ,
,,१५,मतुब्विभक्त्युदात्तत्वम् पूर्वनिघातस्य ,
,,१६,नदीह्रस्व्रत्वम् सम्बुद्धिलोपस्य,
1.1.41,अव्ययीभावः च ,,,
,,१,अव्ययीभावस्य अव्ययत्वे प्रयोजनम् लुग्मुख्स्वरोपचाराः,
1.1.42- ४३,शि सर्वनामस्थानम् सुट् अनपुंसकस्य ,,,
,,१,शि सर्वनामस्थानम् सुट् अनपुंसकस्य इति चेत् जसि शिप्रतिषेधः,
1.1.44,न वा इति विभाषा ,,,
,,१,न वा इति विभाषायाम् अर्थसञ्ज्ञाकरणम् ,
,,२,शब्दसञ्ज्ञायाम् हि अर्थासम्प्रत्ययः यथा अन्यत्र ,
,,३,इतिकरणः अर्थनिर्देशार्थः ,
,,४,समानशब्दप्रतिषेधः ,
,,५,न वा विधिपूर्वकत्वात् प्रतिषेधसमप्रत्ययः यथा लोके ,
,,६,विध्यनित्यत्वम् अनुपपन्नम् प्रतिषेधसञ्ज्ञाकरणात् ,
,,७,सिद्धम् तु प्रसज्यप्रतिषेधात् ,
,,८,विप्रतिषिद्धम् तु ,
,,९,न वा प्रसङ्गसामर्थ्यात् अन्यत्र प्रतिषेधविषयात् ,
,,१०,विप्रतिषेधयोः युगपद्वचनानुपपत्तिः ,
,,११,भवति इति चेत् न प्रतिषेधः ,
,,१२,न इति चेत् न विधिः ,
,,१३,सिद्धम् तु पूर्वस्य उत्तरेण बाधितत्वात् ,
,,१४,साध्वनुशासने अस्मिन् यस्य विभाषा तस्य साधुत्वम् ,
,,१५,द्वेधाप्रतिपत्तिः ,
,,१६,युगपदन्वाचययौगपद्यम् ,
,,१७,आचार्यदेशशीलने च तद्विषयता ,
,,१८,तत्कीर्तने च द्वेधाप्रतिपत्तिः ,
,,१९,अशिष्यः वा विदितत्वात् ,
,,२०,अप्राप्ते त्रिसंशयाः ,
,,२१,प्राप्ते च ,
,,२२,उभयत्र च,
1.1.45,इक् यणः सम्प्रसारणम् ,,,
,,१,सम्प्रसारणसञ्ज्ञायाम् वाक्यसञ्ज्ञा चेत् वर्णविधिः ,
,,२,वर्णसञ्ज्ञा चेत् निर्वृत्तिः ,
,,३,विभक्तिविशेषनिर्देशः तु ज्ञापकः उभयसञ्ज्ञात्वस्य,
1.1.46,आद्यन्तौ टकितौ ,,,
,,१,टकितोः आद्यन्तविधाने प्रत्ययप्रतिषेधः ,
,,२,परवचनात् सिद्धम् इति चेत् न अपवादत्वात् ,
,,३,सिद्धम् तु षष्ठ्यधिकारे वचनात् ,
,,४,आद्यन्तयोः वा षष्थ्यर्थत्वात् तदभावे असम्प्रत्ययः,
1.1.47,मित् अचः अन्त्यात् परः ,,,
,,१,मित् अचः अन्त्यात् परः इति स्थानपरप्रत्ययापवादः ,
,,२,अन्त्यात् पूर्वः मस्जेः अनुषङ्गसंयोगादिलोपार्थम् ,
,,३,भर्जिमर्च्योः च ,
,,४,अभक्ते दीर्घनलोपस्वरणत्वानुस्वारशीभावाः ,
,,५,परादौ गुणवृद्ध्यौत्त्वदीर्घनलोपानुस्वारशीभावेनकारप्रतिषेधः ,
,,६,पूर्वान्ते नपुंसकोपसर्जनह्रस्वत्वम् द्विगुस्वरः च ,
,,७,न वा बहिरङ्गलक्षणत्वात्,
1.1.48,एचः इक् ह्रस्वादेशे ,,,
,,१,एचः इक् सवर्णाकारनिवृत्त्यर्थम् ,
,,२,दीर्घाप्रसङ्गः तु निवर्तकत्वात् ,
,,३,सिद्धम् एङः सस्थानत्वात् ,
,,४,ऐचोः च उत्तरभूयस्त्वात्,
1.1.49,षष्ठी स्थानेयोगा ,,,
,,१,षष्ठ्याः स्थानेयोगवचनम् नियमार्थम् ,
,,२,अवयवषष्ठ्यादिषु अतिप्रसङ्गः शासः गोहः इति ,
,,३,अवयवषष्ठ्यादीनाम् च अप्राप्तिः योगस्य असन्दिग्धत्वात् ,
,,४,विशिष्टा वा षष्ठी स्थानेयोगा,
1.1.50,स्थाने अन्तरतमः ,,,
,,१,स्थानिनः एकत्वनिर्देशात् अनेकादेशनिर्देशात् च सर्वप्रसङ्गः तस्मात् स्थानेन्तरतमवचनम् ,
,,२,स्थाने अन्तरतमनिर्वतके स्थानिनिवृत्तिः ,
,,३,निर्वृत्तप्रतिपत्तौ निर्वृत्तिः ,
,,४,अनर्थकम् च ,
,,५,उक्तम् वा ,
,,६,प्रत्यात्मवचनम् च ,
,,७,प्रत्यात्मवचनम् अशिष्यम् स्वभावसिद्धत्वात् ,
,,८,अन्तरतमवचनम् च ,
,,९,व्यञ्जनस्वरव्यतिक्रमे च तत्कालप्रसङ्गः ,
,,१०,अक्षु च अनेकवर्णादेशेषु ,
,,११,गुणवृद्ध्येज्भावेषु च ,
,,१२,ऋवर्णस्य गुणवृद्धिप्रसङ्गे सर्वप्रसङ्गः अविशेषात् ,
,,१३,न वा ऋवर्णस्य स्थाने रपरप्रसङ्गात् अवर्णस्य आन्तर्यम् ,
,,१४,सर्वादेशप्रसङ्गः तु अनेकाल्त्वात् ,
,,१५,न वा अनेकाल्त्वस्य तदाश्रयत्वात् ऋवर्णादेशस्य अविघातः ,
,,१६,सम्प्रयोगः वा नष्टाश्वदग्धरथवत् ,
,,१७,एजवर्णयोः आदेशे अवर्णम् स्थानिनः अवर्णप्रधानत्वात् ,
,,१८,सिद्धम् तु उभयान्तर्यात्,
1.1.51,उः अण् रपरः ,,,
,,१,उरण्रपरवचनम् अन्यनिवृत्त्यर्थम् चेत् उदात्तादिषु दोषः ,
,,२,यः उः स्थाने सः रपरः इति चेत् गुणवृद्ध्योः अवर्णाप्रतिपत्तिः ,
,,३,सिद्धम् तु प्रसङ्गे रपरत्वात् ,
,,४,आदेशः रपरः इति चेत् रीरिविधिषु रपरप्रतिषेधः ,
,,५,उदात्तादिषु च ,
,,६,एकादेशस्य उपसङ्ख्यानम् ,
,,७,अवयवग्रहणात् सिद्धम् इति चेत् आदेशे रान्तप्रतिषेधः ,
,,८,अभक्ते दीर्घलत्वयगभ्यस्तस्वरहलादिशेषविसर्जनीयप्रतिषेधः प्रत्ययाव्यवस्था च ,
,,९,पूर्वान्ते र्ववधारणम् विसर्जनीयप्रतिषेधः यक्स्वरः च ,
,,१०,परादौ अकारलोपौत्वपुक्प्रतिषेधः चङि उपधाह्रस्वत्वम् इटः अव्यवस्था अभ्यासलोपः अभ्यस्ततादिस्वरः दीर्घत्वम् च,
1.1.52,अलः अन्त्यस्य ,,,
,,१,अलः अन्त्यस्य इति स्थाने विज्ञातस्य अनुसंहारः ,
,,२,इतरथा हि अनिष्टप्रसङ्गः ,
,,३,योगशेषे च,
1.1.53,ङित् च ,,,
,,१,तातङि ङित्करणस्य सावकाशत्वात् विप्रतिषेधात् सर्वादेशः,
1.1.54,आदेः परस्य ,,,
,,१,अलः अन्त्यस्य अदेः परस्य अनेकाल्शित् सर्वस्य इति अपवादविप्रतिषेधात् सर्वादेशः,
1.1.56,स्थानिवत् आदेशः अनल्विधौ ,,,
,,१,स्थान्यादेशपृथक्त्वात् आदेशे स्थानिवदनुदेशः गुरुवत् गुरुपुत्रे इति यथा ,
,,२,अल्विधौ प्रतिषेधे अविशेषणे अप्राप्तिः तस्य अदर्शनात् ,
,,३,सामान्यातिदेशे विशेषानतिदेशः ,
,,४,सति आश्रये विधिः इष्टः ,
,,५,प्रतिषेधः तु प्राप्नोति अल्विधित्वात् ,
,,६,न वा आनुदेशिकस्य प्रतिषेधात् इतरेण भावः ,
,,७,आदेश्यल्विधिप्रतिषेधे कुरुवधपिबाम् गुणवृद्धिप्रतिषेधः ,
,,८,आदेश्यादेशे इति चेत् सुप्तिङ्कृदतिदिष्टेषु उपसङ्ख्यानम् ,
,,९,एकदेशविकृतस्य उपसङ्ख्यानम् ,
,,१०,एकदेशविकृतस्य अनन्यत्वात् सिद्धम् ,
,,११,अनित्यत्वविज्ञानम् तु तस्मात् उपसङ्ख्यनम्,[P I
,,"२०,२३",R I,४०९
,,४१०: भारद्वाजीयाः पठन्ति एकदेशविकृतेषु उपसङ्ख्यानम् अनादेशत्वात् रूपान्यत्वात् च आदेशः स्थानिवत् इति चेत् न अनाश्रितत्वात् आश्रयः इति चेत् अल्विधिप्रसङ्गः ] ,,
,,१२,अनुपपन्नम् स्थान्यादेशत्वम् नित्यत्वात् ,
,,१३,सिद्धम् तु यथा लौकिकवैदिकेषु अभूतपूर्वे अपि स्थानशब्दप्रयोगात् ,
,,१४,कार्यविपरिणामात् वा सिद्धम् ,
,,१५,अपवादप्रसङ्गः तु स्थानिवत्त्वात् ,
,,१६,उक्तम् वा ,
,,१७,सिद्धम् तु षष्ठीनिर्दिष्टस्य स्थानिवद्वचनात् ,
,,१८,तस्य दोषः तयादेशे उभयप्रतिषेधः ,
,,१९,जात्यख्यायाम् वचनातिदेशे स्थानिवद्भावप्रतिषेधः ,
,,२०,ङ्याब्ग्रहणे अदीर्घः ,
,,२१,आहिभुवोः ईट्प्रतिषेधः ,
,,२२,वध्यादेशे वृद्धितत्वप्रतिषेधः ,
,,२३,इड्विधिः च ,
,,२४,आकारान्तात् नुक्षुक्प्रतिषेधः ,
,,२५,लोडादेशे शाभावजभावधित्वहिलोपैत्त्वप्रतिषेधः ,
,,२६,त्रयादेशे स्रन्तप्रतिषेधः ,
,,२७,आम्विधौ च ,
,,२८,स्वरे वस्वादेशे ,
,,२९,गोः पूर्व्णित्त्वात्वस्वरेषु ,
,,३०,करोतिपिब्योः प्रतिषेधः ,
,,३१,उक्तम् वा,
1.1.57,अचः परस्मिन्,,पूर्वविधौ,[श्लोकवार्त्तिक: स्तोष्यामि अहम् पादकिम् औदवाहिम् ततः श्वोभूते शातनीम् पातनीम् च नेतारौ आगच्छतम् धारणिम् रावणिम् च ततः पश्चात् स्रंस्यते ध्वंस्यते च आरभ्यमाणे नित्यः असौ युगपत्सम्भवः न अस्ति बहिरङ्गेण सिध्यति ] 
,,१,अचः पूर्वविज्ञानात् ऐचोः सिद्धम् ,
,,२,तत्र आदेशलक्षणप्रतिषेधः ,
,,३,असिद्धवचनात् सिद्धम् इति चेत् उत्सर्गलक्षणानाम् अनुदेशः ,
,,४,असिद्धवचनात् सिद्धम् इति चेत् न अन्यस्य असिद्धवचनात् अन्यस्य भावः ,
,,५,तस्मात् स्थानिवद्वचनम् असिद्धत्वम् च ,
,,६,उक्तम् वा श्लोकवार्त्तिक: कामम् अतिदिश्यताम् वा सत् च असत् च अपि न इह भारः अस्ति कल्प्यः हि वाक्यशेषः वाक्यम् वक्तरि अधीनम् हि ,
,,७,अनन्तरस्य चेत् एकाननुदात्तद्विगुस्वरगतिनिघातेषु उपसङ्ख्यानम् ,
,,८,पूर्वमात्रस्य इति चेत् उपधाह्रस्वत्वम् ,
,,९,गुरुसञ्ज्ञा च ,
,,१०,न वा संयोगस्य अपूर्वविधित्वात् ,
,,११,एकादेशस्य उपसङ्ख्यानम् ,
,,१२,उभयनिमित्तत्वात् ,
,,१३,उभयादेशत्वात् च ,
,,१४,हलचोः आदेशः स्थानिवत् इति चेत् विंशतेः तिलोपः एकादेशः ,
,,१५,स्थूलादीनाम् यणादिलोपे अवादेशः ,
,,१६,केकयिमित्रय्वोः इयादेशे एत्वम् ,
,,१७,उत्तरपदलोपे च ,
,,१८,यङ्लोपे यणियङुवङः ,
,,१९,अस्थानिवत्त्वे यङ्लोपे गुणवृद्धिप्रतिषेधः ,
,,२०,अविशेषेण स्थानिवत् इति चेत् लोपयणादेशे गुरुविधिः ,
,,२१,द्विर्वचनादयः च प्रतिषेधे ,
,,२२,क्सलोपे लुग्वचनम् ,
,,२३,हन्तेः घत्वम् ,
,,२४,ग्रहणेषु स्थानिवत् इति चेत् जग्ध्यादिषु आदेशप्रतिषेधः ,
,,२५,यणादेशे युलोपेत्वानुनासिकात्त्वप्रतिषेधः ,
,,२६,रायात्वप्रतिषेधः च ,
,,२७,दीर्घे यलोपप्रतिषेधः ,
,,२८,अतः दीर्घे यलोपवचनम्,
1.1.58,न पदान्तद्विर्वचनवरेयलोपस्वरसवर्णानुस्वारदीर्घजश्चर्विधिषु ,,,
,,१,प्रतिषेधे स्वरदीर्घयलोपेषु लोपाजादेशः न स्थानिवत् ,
,,२,क्विलुगुपधात्वचङ्परनिर्ह्रासकुत्वेषु उपसङ्ख्यानम् ,
,,३,पूर्वत्रासिद्धे च ,
,,४,प्रयोजनम् क्सलोपः सलोपे ,
,,५,दधः आकारलोपे आदिचतुर्थत्वे ,
,,६,हलः यमाम् यमि लोपे ,
,,७,अल्लोपणिलोपौ संयोगान्तलोपप्रभृतिषु ,
,,८,द्विर्वचनादीनि च ,
,,९,वरेयलोपस्वरवर्जम् ,
,,१०,तस्य दोषः संयोगादिलोपलत्वणत्वेषु Cरोस्स् रेf,
1.1.59,द्विर्वचने अचि ,,,
,,१,आदेशे स्थानिवदनुदेशात् तद्वतः द्विर्वचनम् ,
,,२,तत्र अभ्यासरूपम् ,
,,३,अज्ग्रहणम् तु ज्ञापकम् रूपस्थानिवद्भावस्य ,
,,४,तत्र गाङ्प्रतिषेधः ,
,,५,कॄत्येजन्तदिवादिनामधातुषु अभ्यासरूपम् ,
,,६,प्रत्यये इति चेत् कॄत्येजन्तनमधातुषु अभ्यासरूपम् ,
,,७,द्विर्वचननिमित्ते अचि स्थानिवत् इति चेत् णौ स्थानिवद्वचनम् ,
,,८,ओः पुयण्जिषु वचनम् ज्ञापकम् णौ स्थानिवद्भावस्य Cरोस्स् रेf,
1.1.60,अदर्शनम् लोपः ,,,
,,१,लोपसञ्ज्ञायाम् अर्थसतोः उक्तम् ,
,,२,सर्वप्रसङ्गः तु सर्वस्य अन्यत्र अदृष्टत्वात् ,
,,३,तत्र प्रत्ययलक्षणप्रतिषेधः ,
,,४,सिद्धम् तु प्रसक्तादर्शनस्य लोपसञ्ज्ञित्वात् Cरोस्स् रेf,
1.1.61,प्रत्ययस्य लुक्श्लुलुपः ,,,
,,१,लुमति प्रत्ययग्रहणम् अप्रत्ययसञ्ज्ञाप्रतिषेधार्थम् ,
